,word,count_1,count_2,count_3,count_4,sum
31625,hillis,0.0,0.0,14.0,0.0,14.0
31626,hillsdale,0.0,0.0,82.0,0.0,82.0
31627,hin,0.0,0.0,14.0,0.0,14.0
31628,hingedescent,0.0,0.0,13.0,0.0,13.0
31629,hinton,0.0,0.0,885.0,0.0,885.0
31630,hippocampal,0.0,0.0,205.0,0.0,205.0
31631,hippocampus,0.0,0.0,126.0,2.0,128.0
31632,hirai,0.0,0.0,10.0,0.0,10.0
31633,hirayama,0.0,0.0,23.0,0.0,23.0
31634,histogram,0.0,0.0,316.0,0.0,316.0
31635,hitherto,0.0,0.0,10.0,2.0,12.0
31636,hjb,0.0,0.0,29.0,0.0,29.0
31637,hkw95,0.0,0.0,12.0,0.0,12.0
31638,hmc,0.0,0.0,19.0,0.0,19.0
31639,hmdt,0.0,0.0,16.0,0.0,16.0
31640,hme,0.0,0.0,115.0,0.0,115.0
31641,hnear,0.0,0.0,12.0,0.0,12.0
31642,hobson,0.0,0.0,39.0,0.0,39.0
31643,hochberg,0.0,0.0,21.0,0.0,21.0
31644,hochreiter,0.0,0.0,28.0,0.0,28.0
31645,hochstein,0.0,0.0,13.0,0.0,13.0
31646,hod,0.0,0.0,16.0,0.0,16.0
31647,hodgkin,0.0,0.0,70.0,2.0,72.0
31648,hoeffding,0.0,0.0,35.0,0.0,35.0
31649,hoff,0.0,0.0,34.0,0.0,34.0
31650,hofmann,0.0,0.0,77.0,0.0,77.0
31651,hofstadter,0.0,0.0,14.0,0.0,14.0
31652,hogden,0.0,0.0,14.0,0.0,14.0
31653,hogg,0.0,0.0,6.0,0.0,6.0
31654,holger,0.0,0.0,11.0,0.0,11.0
31655,holierbach,0.0,0.0,10.0,0.0,10.0
31656,holistic,0.0,0.0,12.0,4.0,16.0
31657,hollatz,0.0,0.0,16.0,0.0,16.0
31658,holmdel,0.0,0.0,54.0,0.0,54.0
31659,holographic,0.0,0.0,39.0,0.0,39.0
31660,holon,0.0,0.0,26.0,0.0,26.0
31661,homing,0.0,0.0,15.0,0.0,15.0
31662,homogeneity,0.0,0.0,10.0,5.0,15.0
31663,homogeneous,0.0,0.0,137.0,0.0,137.0
31664,homologous,0.0,0.0,8.0,0.0,8.0
31665,homology,0.0,0.0,4.0,0.0,4.0
31666,homotopy,0.0,0.0,38.0,0.0,38.0
31667,honeybee,0.0,0.0,9.0,0.0,9.0
31668,hopcroft,0.0,0.0,11.0,0.0,11.0
31669,hopf,0.0,0.0,55.0,0.0,55.0
31670,hopfield,0.0,0.0,452.0,0.0,452.0
31671,hopping,0.0,0.0,12.0,10.0,22.0
31672,hori,0.0,0.0,11.0,0.0,11.0
31673,horiuchi,0.0,0.0,48.0,0.0,48.0
31674,horizontally,0.0,0.0,48.0,3.0,51.0
31675,hornik,0.0,0.0,75.0,0.0,75.0
31676,horseshoe,0.0,0.0,10.0,0.0,10.0
31677,hough,0.0,0.0,52.0,0.0,52.0
31678,houk,0.0,0.0,42.0,0.0,42.0
31679,hoyer,0.0,0.0,14.0,0.0,14.0
31680,hpnn,0.0,0.0,53.0,0.0,53.0
31681,hrault,0.0,0.0,16.0,0.0,16.0
31682,hrr,0.0,0.0,48.0,0.0,48.0
31683,hrtf,0.0,0.0,12.0,0.0,12.0
31684,hss,0.0,0.0,25.0,0.0,25.0
31685,htm,0.0,0.0,12.0,32.0,44.0
31686,http,0.0,0.0,172.0,155.0,327.0
31687,hubel,0.0,0.0,75.0,0.0,75.0
31688,huberman,0.0,0.0,52.0,0.0,52.0
31689,hui,0.0,0.0,12.0,0.0,12.0
31690,huji,0.0,0.0,12.0,0.0,12.0
31691,hummel,0.0,0.0,16.0,0.0,16.0
31692,hunkapiller,0.0,0.0,13.0,0.0,13.0
31693,hurlbert,0.0,0.0,5.0,0.0,5.0
31694,hush,0.0,0.0,16.0,2.0,18.0
31695,huxley,0.0,0.0,63.0,0.0,63.0
31696,hvc,0.0,0.0,32.0,0.0,32.0
31697,hwang,0.0,0.0,27.0,0.0,27.0
31698,hyper,0.0,0.0,121.0,4.0,125.0
31699,hyperacuity,0.0,0.0,19.0,0.0,19.0
31700,hyperbolic,0.0,0.0,62.0,5.0,67.0
31701,hypercolumn,0.0,0.0,54.0,0.0,54.0
31702,hypercube,0.0,0.0,85.0,0.0,85.0
31703,hypernet,0.0,0.0,15.0,0.0,15.0
31704,hyperparameter,0.0,0.0,176.0,0.0,176.0
31705,hyperpixel,0.0,0.0,15.0,0.0,15.0
31706,hyperplane,0.0,0.0,177.0,0.0,177.0
31707,hyperplanes,0.0,0.0,90.0,0.0,90.0
31708,hyperpolarization,0.0,0.0,42.0,0.0,42.0
31709,hyperpolarized,0.0,0.0,18.0,0.0,18.0
31710,hyperpolarizing,0.0,0.0,17.0,0.0,17.0
31711,hyperprior,0.0,0.0,16.0,0.0,16.0
31712,hyperspectral,0.0,0.0,14.0,0.0,14.0
31713,hypersphere,0.0,0.0,27.0,0.0,27.0
31714,hypersurface,0.0,0.0,22.0,0.0,22.0
31715,hypotheses,0.0,0.0,294.0,1.0,295.0
31716,hypothesize,0.0,0.0,31.0,0.0,31.0
31717,hypothesized,0.0,0.0,59.0,1.0,60.0
31718,hysteresis,0.0,0.0,40.0,0.0,40.0
31719,hysteretic,0.0,0.0,12.0,0.0,12.0
31720,hyv,0.0,0.0,28.0,0.0,28.0
31721,hyvarinen,0.0,0.0,15.0,0.0,15.0
31722,i00,0.0,0.0,13.0,0.0,13.0
31723,i1000,0.0,0.0,22.0,0.0,22.0
31724,iai,0.0,0.0,28.0,0.0,28.0
31725,ial,0.0,0.0,10.0,0.0,10.0
31726,ibl,0.0,0.0,17.0,0.0,17.0
31727,ical,0.0,0.0,84.0,0.0,84.0
31728,ically,0.0,0.0,42.0,0.0,42.0
31729,icant,0.0,0.0,11.0,0.0,11.0
31730,icassp,0.0,0.0,75.0,0.0,75.0
31731,icd,0.0,0.0,19.0,0.0,19.0
31732,iceg,0.0,0.0,34.0,0.0,34.0
31733,ichi,0.0,0.0,15.0,0.0,15.0
31734,ickinger,0.0,0.0,8.0,0.0,8.0
31735,icl,0.0,0.0,33.0,0.0,33.0
31736,icml,0.0,0.0,14.0,0.0,14.0
31737,icnn,0.0,0.0,23.0,0.0,23.0
31738,iconic,0.0,0.0,16.0,5.0,21.0
31739,icsi,0.0,0.0,24.0,0.0,24.0
31740,icx,0.0,0.0,20.0,0.0,20.0
31741,icy,0.0,0.0,11.0,20.0,31.0
31742,id3,0.0,0.0,60.0,0.0,60.0
31743,idealized,0.0,0.0,28.0,5.0,33.0
31744,iden,0.0,0.0,24.0,0.0,24.0
31745,identi,0.0,0.0,18.0,0.0,18.0
31746,identically,0.0,0.0,49.0,1.0,50.0
31747,idm,0.0,0.0,15.0,0.0,15.0
31748,idnn,0.0,0.0,39.0,0.0,39.0
31749,ied,0.0,0.0,16.0,0.0,16.0
31750,iee,0.0,0.0,22.0,0.0,22.0
31751,ieice,0.0,0.0,14.0,0.0,14.0
31752,iex,0.0,0.0,26.0,0.0,26.0
31753,ifa,0.0,0.0,38.0,0.0,38.0
31754,ife,0.0,0.0,23.0,0.0,23.0
31755,iff,0.0,0.0,72.0,0.0,72.0
31756,ifi,0.0,0.0,10.0,0.0,10.0
31757,ifk,0.0,0.0,7.0,0.0,7.0
31758,ifp,0.0,0.0,13.0,0.0,13.0
31759,ifr,0.0,0.0,14.0,0.0,14.0
31760,ifx,0.0,0.0,13.0,0.0,13.0
31761,ify,0.0,0.0,12.0,0.0,12.0
31762,iga,0.0,0.0,19.0,0.0,19.0
31763,igi,0.0,0.0,13.0,0.0,13.0
31764,ihc,0.0,0.0,11.0,0.0,11.0
31765,ihl,0.0,0.0,10.0,0.0,10.0
31766,iia,0.0,0.0,20.0,0.0,20.0
31767,iid,0.0,0.0,46.0,0.0,46.0
31768,iig,0.0,0.0,13.0,0.0,13.0
31769,iiii,0.0,0.0,151.0,0.0,151.0
31770,iiiii,0.0,0.0,42.0,0.0,42.0
31771,iiiiii,0.0,0.0,15.0,0.0,15.0
31772,iiiiiii,0.0,0.0,15.0,0.0,15.0
31773,iiiiiiii,0.0,0.0,9.0,0.0,9.0
31774,iiiiiiiiiii,0.0,0.0,10.0,0.0,10.0
31775,iij,0.0,0.0,21.0,0.0,21.0
31776,iil,0.0,0.0,14.0,0.0,14.0
31777,iill,0.0,0.0,16.0,0.0,16.0
31778,iim,0.0,0.0,8.0,0.0,8.0
31779,iin,0.0,0.0,15.0,0.0,15.0
31780,iio,0.0,0.0,9.0,0.0,9.0
31781,iip,0.0,0.0,13.0,0.0,13.0
31782,iir,0.0,0.0,29.0,0.0,29.0
31783,iit,0.0,0.0,21.0,0.0,21.0
31784,iiw,0.0,0.0,14.0,0.0,14.0
31785,iix,0.0,0.0,28.0,0.0,28.0
31786,iiz,0.0,0.0,10.0,0.0,10.0
31787,ijcai,0.0,0.0,19.0,0.0,19.0
31788,ijcnn,0.0,0.0,76.0,0.0,76.0
31789,ijk,0.0,0.0,19.0,0.0,19.0
31790,ikeda,0.0,0.0,9.0,0.0,9.0
31791,ilar,0.0,0.0,13.0,0.0,13.0
31792,ild,0.0,0.0,53.0,0.0,53.0
31793,ili,0.0,0.0,12.0,0.0,12.0
31794,ilk,0.0,0.0,8.0,2.0,10.0
31795,illill,0.0,0.0,13.0,0.0,13.0
31796,illl,0.0,0.0,17.0,0.0,17.0
31797,illll,0.0,0.0,22.0,0.0,22.0
31798,illlllll,0.0,0.0,9.0,0.0,9.0
31799,illuminated,0.0,0.0,18.0,16.0,34.0
31800,illumination,0.0,0.0,109.0,4.0,113.0
31801,illus,0.0,0.0,10.0,0.0,10.0
31802,illusory,0.0,0.0,48.0,6.0,54.0
31803,ilwll,0.0,0.0,17.0,0.0,17.0
31804,ilx,0.0,0.0,20.0,0.0,20.0
31805,ily,0.0,0.0,21.0,0.0,21.0
31806,imal,0.0,0.0,18.0,0.0,18.0
31807,imate,0.0,0.0,8.0,0.0,8.0
31808,imately,0.0,0.0,11.0,0.0,11.0
31809,imation,0.0,0.0,48.0,0.0,48.0
31810,imax,0.0,0.0,10.0,0.0,10.0
31811,imb,0.0,0.0,14.0,0.0,14.0
31812,imbert,0.0,0.0,13.0,0.0,13.0
31813,ime,0.0,0.0,11.0,0.0,11.0
31814,iment,0.0,0.0,19.0,0.0,19.0
31815,imental,0.0,0.0,9.0,0.0,9.0
31816,imitate,0.0,0.0,19.0,9.0,28.0
31817,imitating,0.0,0.0,12.0,5.0,17.0
31818,imitation,0.0,0.0,10.0,19.0,29.0
31819,imization,0.0,0.0,10.0,0.0,10.0
31820,imize,0.0,0.0,11.0,0.0,11.0
31821,imizing,0.0,0.0,10.0,0.0,10.0
31822,imll,0.0,0.0,16.0,0.0,16.0
31823,imm,0.0,0.0,12.0,0.0,12.0
31824,immature,0.0,0.0,10.0,2.0,12.0
31825,immunoglobulin,0.0,0.0,10.0,0.0,10.0
31826,impedance,0.0,0.0,37.0,0.0,37.0
31827,impedances,0.0,0.0,10.0,0.0,10.0
31828,imperfect,0.0,0.0,20.0,23.0,43.0
31829,imperfection,0.0,0.0,9.0,0.0,9.0
31830,imperfectly,0.0,0.0,4.0,0.0,4.0
31831,implant,0.0,0.0,20.0,10.0,30.0
31832,implantable,0.0,0.0,10.0,0.0,10.0
31833,implausible,0.0,0.0,18.0,1.0,19.0
31834,imple,0.0,0.0,58.0,0.0,58.0
31835,implemen,0.0,0.0,20.0,0.0,20.0
31836,implementa,0.0,0.0,20.0,0.0,20.0
31837,implementable,0.0,0.0,24.0,0.0,24.0
31838,impor,0.0,0.0,34.0,0.0,34.0
31839,imprinting,0.0,0.0,28.0,0.0,28.0
31840,impulses,0.0,0.0,54.0,18.0,72.0
31841,impulsive,0.0,0.0,20.0,5.0,25.0
31842,imputation,0.0,0.0,7.0,0.0,7.0
31843,imse,0.0,0.0,22.0,0.0,22.0
31844,imum,0.0,0.0,32.0,0.0,32.0
31845,inactivating,0.0,0.0,12.0,0.0,12.0
31846,inactivation,0.0,0.0,28.0,0.0,28.0
31847,inaij,0.0,0.0,10.0,0.0,10.0
31848,inal,0.0,0.0,11.0,0.0,11.0
31849,inbar,0.0,0.0,11.0,0.0,11.0
31850,includ,0.0,0.0,13.0,0.0,13.0
31851,incoherent,0.0,0.0,9.0,2.0,11.0
31852,incom,0.0,0.0,12.0,0.0,12.0
31853,inconsistencies,0.0,0.0,15.0,7.0,22.0
31854,incor,0.0,0.0,15.0,0.0,15.0
31855,incre,0.0,0.0,17.0,0.0,17.0
31856,increas,0.0,0.0,18.0,0.0,18.0
31857,incremented,0.0,0.0,20.0,0.0,20.0
31858,incrementing,0.0,0.0,9.0,0.0,9.0
31859,inde,0.0,0.0,45.0,0.0,45.0
31860,indepen,0.0,0.0,44.0,0.0,44.0
31861,independencies,0.0,0.0,26.0,0.0,26.0
31862,indexing,0.0,0.0,42.0,10.0,52.0
31863,indi,0.0,0.0,42.0,0.0,42.0
31864,indistinguishable,0.0,0.0,30.0,4.0,34.0
31865,indiveri,0.0,0.0,16.0,0.0,16.0
31866,individ,0.0,0.0,11.0,0.0,11.0
31867,inducer,0.0,0.0,14.0,0.0,14.0
31868,induces,0.0,0.0,73.0,2.0,75.0
31869,inducing,0.0,0.0,45.0,3.0,48.0
31870,induction,0.0,0.0,228.0,14.0,242.0
31871,inductive,0.0,0.0,105.0,0.0,105.0
31872,ine,0.0,0.0,10.0,0.0,10.0
31873,ined,0.0,0.0,10.0,0.0,10.0
31874,inequalities,0.0,0.0,52.0,0.0,52.0
31875,inequality,0.0,0.0,207.0,10.0,217.0
31876,inertia,0.0,0.0,33.0,4.0,37.0
31877,inertial,0.0,0.0,21.0,1.0,22.0
31878,inethod,0.0,0.0,10.0,0.0,10.0
31879,inexact,0.0,0.0,10.0,6.0,16.0
31880,inf,0.0,0.0,90.0,0.0,90.0
31881,infeasible,0.0,0.0,44.0,0.0,44.0
31882,infeng,0.0,0.0,14.0,0.0,14.0
31883,infer,0.0,0.0,119.0,2.0,121.0
31884,inferences,0.0,0.0,33.0,2.0,35.0
31885,inferencing,0.0,0.0,31.0,0.0,31.0
31886,inferotemporal,0.0,0.0,17.0,0.0,17.0
31887,inferring,0.0,0.0,54.0,1.0,55.0
31888,infi,0.0,0.0,19.0,0.0,19.0
31889,infinitesimal,0.0,0.0,37.0,3.0,40.0
31890,influ,0.0,0.0,10.0,0.0,10.0
31891,infomax,0.0,0.0,71.0,0.0,71.0
31892,infor,0.0,0.0,117.0,0.0,117.0
31893,inforcement,0.0,0.0,7.0,0.0,7.0
31894,informa,0.0,0.0,96.0,0.0,96.0
31895,informatik,0.0,0.0,50.0,0.0,50.0
31896,informatique,0.0,0.0,14.0,0.0,14.0
31897,infra,0.0,0.0,12.0,0.0,12.0
31898,infrequent,0.0,0.0,17.0,1.0,18.0
31899,infrequently,0.0,0.0,14.0,7.0,21.0
31900,inh,0.0,0.0,16.0,0.0,16.0
31901,inhibi,0.0,0.0,9.0,0.0,9.0
31902,inhibited,0.0,0.0,47.0,1.0,48.0
31903,inhibiting,0.0,0.0,15.0,2.0,17.0
31904,inhibition,0.0,0.0,624.0,1.0,625.0
31905,inhibitor,0.0,0.0,23.0,5.0,28.0
31906,inhibitory,0.0,0.0,747.0,0.0,747.0
31907,inhomogeneous,0.0,0.0,19.0,0.0,19.0
31908,ini,0.0,0.0,42.0,0.0,42.0
31909,ining,0.0,0.0,13.0,0.0,13.0
31910,init,0.0,0.0,11.0,0.0,11.0
31911,initialisation,0.0,0.0,25.0,0.0,25.0
31912,initialise,0.0,0.0,13.0,0.0,13.0
31913,initialised,0.0,0.0,29.0,0.0,29.0
31914,initialization,0.0,0.0,158.0,0.0,158.0
31915,initialized,0.0,0.0,211.0,0.0,211.0
31916,initializes,0.0,0.0,7.0,0.0,7.0
31917,initializing,0.0,0.0,28.0,0.0,28.0
31918,inl,0.0,0.0,9.0,0.0,9.0
31919,innate,0.0,0.0,17.0,6.0,23.0
31920,innervate,0.0,0.0,11.0,0.0,11.0
31921,innervated,0.0,0.0,10.0,0.0,10.0
31922,innervation,0.0,0.0,6.0,0.0,6.0
31923,insect,0.0,0.0,151.0,23.0,174.0
31924,inseg,0.0,0.0,22.0,0.0,22.0
31925,insensitivity,0.0,0.0,18.0,3.0,21.0
31926,insertion,0.0,0.0,113.0,5.0,118.0
31927,inset,0.0,0.0,51.0,1.0,52.0
31928,inst,0.0,0.0,43.0,0.0,43.0
31929,instabilities,0.0,0.0,16.0,0.0,16.0
31930,instantaneously,0.0,0.0,11.0,2.0,13.0
31931,instantiated,0.0,0.0,22.0,0.0,22.0
31932,instantiation,0.0,0.0,124.0,0.0,124.0
31933,institut,0.0,0.0,57.0,0.0,57.0
31934,insures,0.0,0.0,16.0,0.0,16.0
31935,inte,0.0,0.0,22.0,0.0,22.0
31936,integer,0.0,0.0,321.0,0.0,321.0
31937,integra,0.0,0.0,9.0,0.0,9.0
31938,integrable,0.0,0.0,10.0,0.0,10.0
31939,integrand,0.0,0.0,27.0,0.0,27.0
31940,integrative,0.0,0.0,11.0,5.0,16.0
31941,intell,0.0,0.0,18.0,0.0,18.0
31942,intelli,0.0,0.0,8.0,0.0,8.0
31943,intemal,0.0,0.0,14.0,0.0,14.0
31944,intemeuron,0.0,0.0,17.0,0.0,17.0
31945,intensities,0.0,0.0,78.0,0.0,78.0
31946,interac,0.0,0.0,20.0,0.0,20.0
31947,interactively,0.0,0.0,13.0,0.0,13.0
31948,interaural,0.0,0.0,59.0,0.0,59.0
31949,intercept,0.0,0.0,11.0,8.0,19.0
31950,interconnectivity,0.0,0.0,6.0,0.0,6.0
31951,interleaved,0.0,0.0,16.0,0.0,16.0
31952,interna,0.0,0.0,24.0,0.0,24.0
31953,interneuron,0.0,0.0,282.0,0.0,282.0
31954,interpo,0.0,0.0,12.0,0.0,12.0
31955,interpolant,0.0,0.0,21.0,0.0,21.0
31956,interpolate,0.0,0.0,49.0,0.0,49.0
31957,interpolated,0.0,0.0,64.0,0.0,64.0
31958,interpolates,0.0,0.0,11.0,0.0,11.0
31959,interpolating,0.0,0.0,47.0,0.0,47.0
31960,interpolation,0.0,0.0,387.0,0.0,387.0
31961,interpolator,0.0,0.0,32.0,0.0,32.0
31962,interpretability,0.0,0.0,9.0,0.0,9.0
31963,interpretable,0.0,0.0,21.0,0.0,21.0
31964,interpreter,0.0,0.0,16.0,30.0,46.0
31965,intersect,0.0,0.0,41.0,7.0,48.0
31966,intersecting,0.0,0.0,13.0,2.0,15.0
31967,intersegmental,0.0,0.0,25.0,0.0,25.0
31968,interspike,0.0,0.0,69.0,0.0,69.0
31969,intracellular,0.0,0.0,64.0,0.0,64.0
31970,intracortical,0.0,0.0,46.0,0.0,46.0
31971,intractability,0.0,0.0,17.0,0.0,17.0
31972,intractable,0.0,0.0,146.0,16.0,162.0
31973,intradendritic,0.0,0.0,17.0,0.0,17.0
31974,intrapersonal,0.0,0.0,11.0,0.0,11.0
31975,intrator,0.0,0.0,87.0,0.0,87.0
31976,intrinsically,0.0,0.0,41.0,1.0,42.0
31977,intron,0.0,0.0,31.0,0.0,31.0
31978,intuition,0.0,0.0,95.0,6.0,101.0
31979,intuitively,0.0,0.0,123.0,4.0,127.0
31980,inui,0.0,0.0,8.0,0.0,8.0
31981,invari,0.0,0.0,11.0,0.0,11.0
31982,invariance,0.0,0.0,306.0,0.0,306.0
31983,invariances,0.0,0.0,62.0,0.0,62.0
31984,invariant,0.0,0.0,538.0,0.0,538.0
31985,inverse,0.0,0.0,802.0,2.0,804.0
31986,inversely,0.0,0.0,66.0,0.0,66.0
31987,inverses,0.0,0.0,26.0,0.0,26.0
31988,inversion,0.0,0.0,198.0,2.0,200.0
31989,invert,0.0,0.0,37.0,1.0,38.0
31990,invertebrate,0.0,0.0,24.0,0.0,24.0
31991,invertebrates,0.0,0.0,18.0,0.0,18.0
31992,inverted,0.0,0.0,79.0,1.0,80.0
31993,inverter,0.0,0.0,47.0,0.0,47.0
31994,invertible,0.0,0.0,62.0,0.0,62.0
31995,inverting,0.0,0.0,57.0,0.0,57.0
31996,investi,0.0,0.0,10.0,0.0,10.0
31997,invisibility,0.0,0.0,12.0,1.0,13.0
31998,io0,0.0,0.0,11.0,0.0,11.0
31999,iog,0.0,0.0,6.0,0.0,6.0
32000,iohmm,0.0,0.0,25.0,0.0,25.0
32001,ioi,0.0,0.0,15.0,0.0,15.0
32002,iol,0.0,0.0,10.0,0.0,10.0
32003,ionic,0.0,0.0,48.0,0.0,48.0
32004,ionosphere,0.0,0.0,12.0,0.0,12.0
32005,ioo,0.0,0.0,14.0,0.0,14.0
32006,ior,0.0,0.0,16.0,0.0,16.0
32007,ipi,0.0,0.0,12.0,0.0,12.0
32008,ipsilateral,0.0,0.0,45.0,0.0,45.0
32009,ipsp,0.0,0.0,24.0,0.0,24.0
32010,iqi,0.0,0.0,10.0,0.0,10.0
32011,iri,0.0,0.0,76.0,0.0,76.0
32012,irinen,0.0,0.0,13.0,0.0,13.0
32013,irl,0.0,0.0,19.0,0.0,19.0
32014,irradiance,0.0,0.0,6.0,0.0,6.0
32015,irre,0.0,0.0,32.0,0.0,32.0
32016,irreducible,0.0,0.0,17.0,1.0,18.0
32017,irregularity,0.0,0.0,14.0,2.0,16.0
32018,irregularly,0.0,0.0,11.0,2.0,13.0
32019,isabelle,0.0,0.0,11.0,0.0,11.0
32020,isard,0.0,0.0,23.0,0.0,23.0
32021,isb,0.0,0.0,11.0,0.0,11.0
32022,isbell,0.0,0.0,24.0,0.0,24.0
32023,isd,0.0,0.0,14.0,0.0,14.0
32024,ishii,0.0,0.0,31.0,0.0,31.0
32025,isi,0.0,0.0,55.0,0.0,55.0
32026,isih,0.0,0.0,23.0,0.0,23.0
32027,ising,0.0,0.0,25.0,0.0,25.0
32028,isis,0.0,0.0,9.0,0.0,9.0
32029,ism,0.0,0.0,32.0,6.0,38.0
32030,isn,0.0,0.0,9.0,0.0,9.0
32031,isomap,0.0,0.0,26.0,0.0,26.0
32032,isometric,0.0,0.0,9.0,0.0,9.0
32033,isomorphic,0.0,0.0,26.0,0.0,26.0
32034,isomorphism,0.0,0.0,35.0,0.0,35.0
32035,ison,0.0,0.0,14.0,0.0,14.0
32036,isotropic,0.0,0.0,80.0,0.0,80.0
32037,isr,0.0,0.0,4.0,0.0,4.0
32038,isscc,0.0,0.0,12.0,0.0,12.0
32039,ist,0.0,0.0,24.0,0.0,24.0
32040,istic,0.0,0.0,17.0,0.0,17.0
32041,ita,0.0,0.0,15.0,0.0,15.0
32042,iter,0.0,0.0,33.0,0.0,33.0
32043,itera,0.0,0.0,17.0,0.0,17.0
32044,iterate,0.0,0.0,46.0,0.0,46.0
32045,iterated,0.0,0.0,99.0,0.0,99.0
32046,iterates,0.0,0.0,32.0,0.0,32.0
32047,iterating,0.0,0.0,39.0,0.0,39.0
32048,iterative,0.0,0.0,379.0,0.0,379.0
32049,iteratively,0.0,0.0,115.0,0.0,115.0
32050,ith,0.0,0.0,221.0,0.0,221.0
32051,iti,0.0,0.0,46.0,0.0,46.0
32052,ities,0.0,0.0,33.0,0.0,33.0
32053,itive,0.0,0.0,17.0,0.0,17.0
32054,itrule,0.0,0.0,12.0,0.0,12.0
32055,itseft,0.0,0.0,8.0,0.0,8.0
32056,itti,0.0,0.0,13.0,0.0,13.0
32057,ity,0.0,0.0,157.0,0.0,157.0
32058,ivaldi,0.0,0.0,36.0,0.0,36.0
32059,ivi,0.0,0.0,10.0,0.0,10.0
32060,ivl,0.0,0.0,20.0,0.0,20.0
32061,iwi,0.0,0.0,6.0,0.0,6.0
32062,iwl,0.0,0.0,23.0,0.0,23.0
32063,ixi,0.0,0.0,25.0,0.0,25.0
32064,iyi,0.0,0.0,9.0,0.0,9.0
32065,ization,0.0,0.0,73.0,0.0,73.0
32066,ized,0.0,0.0,42.0,0.0,42.0
32067,izl,0.0,0.0,10.0,0.0,10.0
32068,jaakkola,0.0,0.0,174.0,0.0,174.0
32069,jabri,0.0,0.0,104.0,0.0,104.0
32070,jackel,0.0,0.0,108.0,0.0,108.0
32071,jackknife,0.0,0.0,35.0,0.0,35.0
32072,jacobi,0.0,0.0,26.0,0.0,26.0
32073,jacobian,0.0,0.0,92.0,0.0,92.0
32074,jacobjan,0.0,0.0,19.0,0.0,19.0
32075,jagota,0.0,0.0,7.0,0.0,7.0
32076,javier,0.0,0.0,12.0,0.0,12.0
32077,jayakumar,0.0,0.0,25.0,0.0,25.0
32078,jebara,0.0,0.0,19.0,0.0,19.0
32079,ject,0.0,0.0,36.0,0.0,36.0
32080,jection,0.0,0.0,15.0,0.0,15.0
32081,jectories,0.0,0.0,9.0,0.0,9.0
32082,jelinek,0.0,0.0,13.0,0.0,13.0
32083,jepson,0.0,0.0,10.0,0.0,10.0
32084,jerrum,0.0,0.0,11.0,0.0,11.0
32085,jfet,0.0,0.0,17.0,0.0,17.0
32086,jgi,0.0,0.0,10.0,0.0,10.0
32087,jhu,0.0,0.0,13.0,0.0,13.0
32088,jii,0.0,0.0,25.0,0.0,25.0
32089,jiirgen,0.0,0.0,13.0,0.0,13.0
32090,jij,0.0,0.0,88.0,0.0,88.0
32091,jin,0.0,0.0,8.0,0.0,8.0
32092,jio,0.0,0.0,9.0,0.0,9.0
32093,jnowski,0.0,0.0,11.0,0.0,11.0
32094,joachim,0.0,0.0,40.0,0.0,40.0
32095,jobshop,0.0,0.0,18.0,0.0,18.0
32096,johnstone,0.0,0.0,10.0,0.0,10.0
32097,jolliffe,0.0,0.0,13.0,0.0,13.0
32098,jong,0.0,0.0,14.0,0.0,14.0
32099,jour,0.0,0.0,29.0,8.0,37.0
32100,jpl,0.0,0.0,17.0,0.0,17.0
32101,jsj,0.0,0.0,10.0,0.0,10.0
32102,jth,0.0,0.0,118.0,0.0,118.0
32103,juang,0.0,0.0,51.0,0.0,51.0
32104,judiciously,0.0,0.0,10.0,1.0,11.0
32105,julesz,0.0,0.0,5.0,0.0,5.0
32106,jutten,0.0,0.0,74.0,0.0,74.0
32107,jyh,0.0,0.0,10.0,0.0,10.0
32108,k2j,0.0,0.0,13.0,0.0,13.0
32109,kaas,0.0,0.0,15.0,0.0,15.0
32110,kabashima,0.0,0.0,19.0,0.0,19.0
32111,kabsch,0.0,0.0,17.0,0.0,17.0
32112,kadirkamanathan,0.0,0.0,30.0,0.0,30.0
32113,kaelbling,0.0,0.0,46.0,0.0,46.0
32114,kahneman,0.0,0.0,7.0,0.0,7.0
32115,kai,0.0,0.0,20.0,0.0,20.0
32116,kailath,0.0,0.0,50.0,0.0,50.0
32117,kairiss,0.0,0.0,10.0,0.0,10.0
32118,kambhatla,0.0,0.0,15.0,0.0,15.0
32119,kamimura,0.0,0.0,8.0,0.0,8.0
32120,kamm,0.0,0.0,22.0,0.0,22.0
32121,kanade,0.0,0.0,31.0,0.0,31.0
32122,kanazawa,0.0,0.0,10.0,0.0,10.0
32123,kandel,0.0,0.0,15.0,0.0,15.0
32124,kanerva,0.0,0.0,47.0,0.0,47.0
32125,kangas,0.0,0.0,12.0,0.0,12.0
32126,kanji,0.0,0.0,38.0,0.0,38.0
32127,kanter,0.0,0.0,34.0,0.0,34.0
32128,kapadia,0.0,0.0,4.0,0.0,4.0
32129,kappen,0.0,0.0,27.0,0.0,27.0
32130,karhunen,0.0,0.0,21.0,0.0,21.0
32131,karlsruhe,0.0,0.0,20.0,0.0,20.0
32132,karmarkar,0.0,0.0,11.0,0.0,11.0
32133,karpinski,0.0,0.0,9.0,0.0,9.0
32134,karunanithi,0.0,0.0,10.0,0.0,10.0
32135,kasdan,0.0,0.0,12.0,0.0,12.0
32136,kauf,0.0,0.0,16.0,0.0,16.0
32137,kawato,0.0,0.0,137.0,0.0,137.0
